image_name,card_set,card_number,rarity,card_name,other_names,card_type,attribute,types,race_type,ability_type,level,atk_def,atk,def,password,status,effect_types,ritual_required,property,ritual_monster_required,pendulum_scale,rank,link_arrows,atk_link,atk_link_val,link_rating,other_names_japanese,summoned_by_the_effect_of
CBLZ-EN053 R.png,Cosmo Blazer,CBLZ-EN053,Rare,Slacker Magician,NA,Monster,LIGHT,Spellcaster / Xyz / Effect,Spellcaster,Xyz,NA,200 / 2100,200,2100,58058134,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Quick']",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
LON-100 C.png,Labyrinth of Nightmare,LON-100,Common,Miracle Dig,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,06343408,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
REDU-EN091 R.png,Return of the Duelist,REDU-EN091,Rare,"Eco, Mystical Spirit of the Forest",NA,Monster,EARTH,Plant / Effect,Plant,Effect,4,1700 / 1000,1700,1000,04192696,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOB-068 R.png,Legend of Blue Eyes White Dragon,LOB-068,Rare,Giant Soldier of Stone,NA,Monster,EARTH,Rock / Normal,Rock,Normal,3,1300 / 2000,1300,2000,13039848,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLVO-EN000 ScR.png,Blazing Vortex,BLVO-EN000,Secret Rare,War Rock Mountain,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,45943516,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Trigger-like', 'Continuous-like', 'Condition']",NA,Field,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOVR-EN003 SR.png,Stardust Overdrive,SOVR-EN003,Super Rare,Max Warrior,NA,Monster,WIND,Warrior / Effect,Warrior,Effect,4,1800 / 800,1800,800,94538053,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EOJ-EN001 C.png,Enemy of Justice,EOJ-EN001,Common,Destiny HERO - Doom Lord,Destiny Hero - Doom Lord,Monster,DARK,Warrior / Effect,Warrior,Effect,3,600 / 800,600,800,41613948,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",['Ignition'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POTD-EN028 R.png,Power of the Duelist,POTD-EN028,Rare,Alien Mother,NA,Monster,DARK,Reptile / Effect,Reptile,Effect,6,2300 / 1500,2300,1500,24104865,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGBT-EN048 SR.png,Raging Battle,RGBT-EN048,Super Rare,Magic Planter,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,01073952,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Cost', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
TSHD-EN067 R.png,The Shining Darkness,TSHD-EN067,Rare,Guard Mines,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,88928798,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
REDU-EN090 C.png,Return of the Duelist,REDU-EN090,Common,Chewbone,NA,Monster,EARTH,Zombie / Flip / Effect,Zombie,Flip,3,300 / 300,300,300,07392745,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Flip'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRIO-EN020 C.png,Primal Origin,PRIO-EN020,Common,Sylvan Lotuswain,NA,Monster,WATER,Plant / Effect,Plant,Effect,5,2300 / 1100,2300,1100,73136204,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD-074 C.png,Pharaonic Guardian,PGD-074,Common,Charm of Shabti,NA,Monster,EARTH,Rock / Effect,Rock,Effect,1,100 / 100,100,100,50412166,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Quick'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EOJ-EN036 C.png,Enemy of Justice,EOJ-EN036,Common,Elemental HERO Necroid Shaman,Elemental Hero Necroid Shaman,Monster,DARK,Warrior / Fusion / Effect,Warrior,Fusion,6,1900 / 1800,1900,1800,81003500,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DANE-EN012 R.png,Dark Neostorm,DANE-EN012,Rare,T.G. Halberd Cannon/Assault Mode,NA,Monster,EARTH,Machine / Effect,Machine,Effect,12,4500 / 4500,4500,4500,47027714,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Summoning condition', 'Condition', 'Quick', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOTL-EN039 SP.png,Judgment of the Light,JOTL-EN039,Short Print,"Flying ""C""",NA,Monster,EARTH,Insect / Effect,Insect,Effect,3,700 / 700,700,700,80978111,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUEA-EN006 R.png,Duelist Alliance,DUEA-EN006,Rare,Performapal Whip Snake,NA,Monster,EARTH,Reptile / Effect,Reptile,Effect,4,1700 / 900,1700,900,79967395,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Quick'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXVC-EN000 SR.png,Extreme Victory,EXVC-EN000,Super Rare,Reborn Tengu,NA,Monster,WIND,Beast-Warrior / Effect,Beast-Warrior,Effect,4,1700 / 600,1700,600,10028593,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Trigger'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVAL-EN019 C.png,Legacy of the Valiant,LVAL-EN019,Common,Sylvan Guardioak,NA,Monster,EARTH,Plant / Effect,Plant,Effect,6,2400 / 1500,2400,1500,99429730,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGAS-EN009 R.png,Ignition Assault,IGAS-EN009,Rare,Ancient Warriors - Graceful Zhou Gong,NA,Monster,WATER,Beast-Warrior / Effect,Beast-Warrior,Effect,4,1600 / 1600,1600,1600,77539547,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DANE-EN091 SR.png,Dark Neostorm,DANE-EN091,Super Rare,Loge's Flame,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,18478530,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Trigger-like']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRIO-EN067 ScR.png,Primal Origin,PRIO-EN067,Secret Rare,Forbidden Scripture,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,54773234,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Quick-Play,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLVO-EN024 SR.png,Blazing Vortex,BLVO-EN024,Super Rare,"Maha Vailo, Light of the Heavens",NA,Monster,LIGHT,Spellcaster / Effect,Spellcaster,Effect,8,1550 / 1400,1550,1400,45796834,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Continuous', 'Continuous', 'Quick', 'Continuous', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXFO-EN046 SR.png,Extreme Force,EXFO-EN046,Super Rare,Altergeist Hexstia,NA,Monster,FIRE,Spellcaster / Link / Effect,Spellcaster,Link,NA,NA,NA,NA,01508649,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Quick', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,"Bottom-Center,  Middle-Right",1500 / 2,1500,2,NA,NA
TDIL-EN042 SP.png,The Dark Illusion,TDIL-EN042,Short Print,Fairy Tail - Snow,NA,Monster,LIGHT,Spellcaster / Effect,Spellcaster,Effect,4,1850 / 1000,1850,1000,55623480,"['Unlimited (Ocg)', 'Limited (Tcg)']","['Trigger', 'Quick']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PTDN-EN029 C.png,Phantom Darkness,PTDN-EN029,Common,The Immortal Bushi,NA,Monster,DARK,Warrior / Effect,Warrior,Effect,3,1200 / 600,1200,600,52035300,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOSH-EN091 R.png,Breakers of Shadow,BOSH-EN091,Rare,Fiendish Rhino Warrior,NA,Monster,EARTH,Fiend / Effect,Fiend,Effect,3,1400 / 900,1400,900,81035362,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GFP2-EN075 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN075,Ultra Rare,D/D Necro Slime,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,1,300 / 300,300,300,72291412,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHVI-EN035 C.png,Shining Victories,SHVI-EN035,Common,Digital Bug Websolder,NA,Monster,LIGHT,Insect / Effect,Insect,Effect,3,500 / 1500,500,1500,94344242,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Ignition', 'Unclassified', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAMA-EN067 ScR.png,Dawn of Majesty,DAMA-EN067,Secret Rare,Synchro Overtake,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,99243014,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
GLAS-EN080 C.png,Gladiator's Assault,GLAS-EN080,Common,An Unfortunate Report,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,19763315,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETCO-EN085 C.png,Eternity Code,ETCO-EN085,Common,"Bluebeard, the Plunder Patroll Shipwright",NA,Monster,WATER,Fiend / Effect,Fiend,Effect,4,500 / 1000,500,1000,55349375,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MFC-065 SR.png,Magician's Force,MFC-065,Super Rare,Skilled Dark Magician,NA,Monster,DARK,Spellcaster / Effect,Spellcaster,Effect,4,1900 / 1700,1900,1700,73752131,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TDIL-EN083 UR.png,The Dark Illusion,TDIL-EN083,Ultra Rare,Subterror Behemoth Umastryx,NA,Monster,EARTH,Reptile / Flip / Effect,Reptile,Flip,7,2000 / 2700,2000,2700,42713844,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Flip', 'Condition', 'Trigger', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PSV-047 C.png,Pharaoh's Servant,PSV-047,Common,Cyber Falcon,NA,Monster,WIND,Machine,Machine,NA,4,1400 / 1200,1400,1200,30655537,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LON-056 C.png,Labyrinth of Nightmare,LON-056,Common,The Earl of Demise,NA,Monster,DARK,Fiend / Normal,Fiend,Normal,5,2000 / 700,2000,700,66989694,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AST-111 ScR.png,Ancient Sanctuary,AST-111,Secret Rare,Mazera DeVille,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,8,2800 / 2300,2800,2300,06133894,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RDS-EN004 C.png,Rise of Destiny,RDS-EN004,Common,Harpie Girl,NA,Monster,WIND,Winged Beast,Winged Beast,NA,2,500 / 500,500,500,34100324,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRL-003 SR.png,Spell Ruler,MRL-003,Super Rare,Black Pendant,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,65169794,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Trigger-like']",NA,Equip,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHRA-EN080 C.png,Phantom Rage,PHRA-EN080,Common,One or Eight,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,74202664,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXVC-EN065 R.png,Extreme Victory,EXVC-EN065,Rare,Chaos Infinity,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,04081825,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
TDIL-EN084 UR.png,The Dark Illusion,TDIL-EN084,Ultra Rare,Subterror Behemoth Stalagmo,NA,Monster,EARTH,Rock / Flip / Effect,Rock,Flip,10,2800 / 2100,2800,2100,78202553,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Flip', 'Condition', 'Trigger', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUEA-EN079 ScR.png,Duelist Alliance,DUEA-EN079,Secret Rare,Time-Space Trap Hole,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,02055403,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Activation requirement', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
BACH-EN038 UR.png,Battle of Chaos,BACH-EN038,Ultra Rare,Dinomorphia Kentregina,NA,Monster,DARK,Dinosaur / Fusion / Effect,Dinosaur,Fusion,6,4000 / 0,4000,0,48832775,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Condition', 'Quick', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ROTD-EN022 C.png,Rise of the Duelist,ROTD-EN022,Common,Edge Imp Scythe,NA,Monster,DARK,Fiend / Effect,Fiend,Effect,3,1000 / 0,1000,0,29280589,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Quick', 'Unclassified', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RGBT-EN082 ScR.png,Raging Battle,RGBT-EN082,Secret Rare,Immortal Ruler,NA,Monster,EARTH,Zombie / Effect,Zombie,Effect,4,1800 / 200,1800,200,32485518,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRIO-EN004 C.png,Primal Origin,PRIO-EN004,Common,Heliosphere Dragon,NA,Monster,LIGHT,Dragon / Effect,Dragon,Effect,4,0 / 1900,0,1900,51043053,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOD-EN052 C.png,Soul of the Duelist,SOD-EN052,Common,Ninjitsu Art of Decoy,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,89628781,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous-like'],NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYHO-EN018 C.png,Cybernetic Horizon,CYHO-EN018,Common,Metaphys Decoy Dragon,NA,Monster,LIGHT,Wyrm / Pendulum / Effect,Wyrm,Pendulum,2,300 / 200,300,200,12196873,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Pendulum Effect ', 'Trigger-like', 'Condition', 'Monster Effect', 'Trigger', 'Trigger', 'Condition']",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
DREV-EN057 C.png,Duelist Revolution,DREV-EN057,Common,Miracle Synchro Fusion,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,36484016,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Trigger-like']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
FOTB-EN041 SR.png,Force of the Breaker,FOTB-EN041,Super Rare,Tri-Blaze Accelerator,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,21420702,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Cost', 'Ignition-like', 'Condition']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHRA-EN049 SR.png,Phantom Rage,PHRA-EN049,Super Rare,Prank-Kids Meow-Meow-Mu,NA,Monster,EARTH,Rock / Link / Effect,Rock,Link,NA,NA,NA,NA,25725326,"['Limited (Ocg)', 'Forbidden (Tcg Advanced)', 'Limited (Tcg Traditional)']","['Condition', 'Unclassified', 'Condition']",NA,NA,NA,NA,NA,Bottom-Center,1000 / 1,1000,1,NA,NA
GAOV-EN031 R.png,Galactic Overlord,GAOV-EN031,Rare,Inzektor Giga-Cricket,NA,Monster,DARK,Insect / Effect,Insect,Effect,5,2000 / 1300,2000,1300,65844845,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Condition', 'Continuous-like']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DANE-EN040 C.png,Dark Neostorm,DANE-EN040,Common,Cyberse Reminder,NA,Monster,LIGHT,Cyberse / Xyz / Effect,Cyberse,Xyz,NA,1800 / 800,1800,800,56337500,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Trigger', 'Condition']",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
DAMA-EN013 SR.png,Dawn of Majesty,DAMA-EN013,Super Rare,Chronomaly Magella Globe,NA,Monster,LIGHT,Machine / Effect,Machine,Effect,4,1500 / 300,1500,300,97112505,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GAOV-EN016 R.png,Galactic Overlord,GAOV-EN016,Rare,Rocket Arrow Express,NA,Monster,EARTH,Machine / Effect,Machine,Effect,10,5000 / 0,5000,0,79850798,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Summoning condition', 'Condition', 'Continuous', 'Maintenance cost']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD-032 C.png,Pharaonic Guardian,PGD-032,Common,Cobraman Sakuzy,NA,Monster,EARTH,Reptile / Effect,Reptile,Effect,3,800 / 1400,800,1400,75109441,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EOJ-EN035 SR.png,Enemy of Justice,EOJ-EN035,Super Rare,Elemental HERO Wild Wingman,NA,Monster,EARTH,Warrior / Fusion / Effect,Warrior,Fusion,8,1900 / 2300,1900,2300,55615891,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Ignition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHSW-EN005 R.png,Photon Shockwave,PHSW-EN005,Rare,Kagetokage,NA,Monster,DARK,Reptile / Effect,Reptile,Effect,4,1100 / 1500,1100,1500,94656263,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GFP2-EN085 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN085,Ultra Rare,Tenyi Spirit - Mapura,NA,Monster,FIRE,Wyrm / Effect,Wyrm,Effect,4,600 / 1500,600,1500,60942444,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Quick', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DANE-EN045 R.png,Dark Neostorm,DANE-EN045,Rare,Xtra HERO Cross Crusader,NA,Monster,DARK,Warrior / Link / Effect,Warrior,Link,NA,NA,NA,NA,58004362,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,"Bottom-Left,  Bottom-Right",1600 / 2,1600,2,NA,NA
IGAS-EN033 C.png,Ignition Assault,IGAS-EN033,Common,Cupid Serve,NA,Monster,LIGHT,Fairy / Effect,Fairy,Effect,2,1000 / 600,1000,600,01566817,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NECH-EN086 SR.png,The New Challengers,NECH-EN086,Super Rare,Fire Lake of the Burning Abyss,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,36006208,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Cost', 'Effect']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOTL-EN047 ScR.png,Judgment of the Light,JOTL-EN047,Secret Rare,Star Eater,NA,Monster,LIGHT,Dragon / Synchro / Effect,Dragon,Synchro,11,3200 / 2800,3200,2800,41517789,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Summoning condition', 'Unclassified', 'Continuous', 'Continuous']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IOC-045 SR.png,Invasion of Chaos,IOC-045,Super Rare,Reload,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,22589918,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Effect'],NA,Quick-Play,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHSP-EN009 C.png,Shadow Specters,SHSP-EN009,Common,Secret Sect Druid Dru,NA,Monster,DARK,Spellcaster / Effect,Spellcaster,Effect,4,1800 / 0,1800,0,24062258,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CSOC-EN033 C.png,Crossroads of Chaos,CSOC-EN033,Common,Comrade Swordsman of Landstar,NA,Monster,EARTH,Warrior / Tuner,Warrior,Tuner,3,500 / 1200,500,1200,83602069,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDIP-EN009 C.png,Cyberdark Impact,CDIP-EN009,Common,Dark Lucius LV4,NA,Monster,EARTH,Fiend / Effect,Fiend,Effect,4,1000 / 300,1000,300,85313220,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Continuous', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PGD-081 C.png,Pharaonic Guardian,PGD-081,Common,Reasoning,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,58577036,"['Unlimited (Ocg)', 'Limited (Tcg)']",['Effect'],NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
ETCO-EN068 C.png,Eternity Code,ETCO-EN068,Common,Evil Eye Reemergence,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,07610394,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Ignition-like', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGAS-EN014 C.png,Ignition Assault,IGAS-EN014,Common,"Karakuri Bonze mdl 9763 ""Kunamzan""",NA,Monster,EARTH,Machine / Effect,Machine,Effect,5,2000 / 1500,2000,1500,49296203,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Trigger', 'Ignition', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BODE-EN059 SR.png,Burst of Destiny,BODE-EN059,Super Rare,Floowandereeze and the Unexplored Winds,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,55521751,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous-like', 'Ignition-like', 'Condition']",NA,Continuous,NA,NA,NA,NA,NA,NA,NA,NA,NA
RIRA-EN054 C.png,Rising Rampage,RIRA-EN054,Common,Fury of Fire,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,92345028,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Condition', 'Effect', 'Condition']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHVI-EN000 R.png,Shining Victories,SHVI-EN000,Rare,Magical Cavalry of Cxulub,NA,Monster,EARTH,Dinosaur / Pendulum / Effect,Dinosaur,Pendulum,4,1500 / 1800,1500,1800,23220863,"['Unlimited (Ocg)', 'Unlimited (Tcg)']",['Continuous'],NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
GFP2-EN104 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN104,Ultra Rare,Box of Friends,NA,Monster,LIGHT,Machine / Effect,Machine,Effect,1,0 / 0,0,0,81587028,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHRA-EN031 UR.png,Phantom Rage,PHRA-EN031,Ultra Rare,Brigrand the Glory Dragon,NA,Monster,DARK,Beast / Fusion / Effect,Beast,Fusion,8,2500 / 2000,2500,2000,34848821,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Continuous', 'Continuous', 'Trigger', 'Condition']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MRD-132 C.png,Metal Raiders,MRD-132,Common,Sword of Deep-Seated,NA,Spell,NA,NA,NA,NA,NA,NA,NA,NA,98495314,"['Unlimited (Ocg)', 'Unlimited (Tcg)', 'Unlimited (Tcg Speed Duel)']","['Continuous-like', 'Trigger-like']",NA,Equip,NA,NA,NA,NA,NA,NA,NA,NA,NA
RATE-EN095 C.png,Raging Tempest,RATE-EN095,Common,Lightsworn Judgment,NA,Trap,NA,NA,NA,NA,NA,NA,NA,NA,66194206,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Effect', 'Trigger-like']",NA,Normal,NA,NA,NA,NA,NA,NA,NA,NA,NA
LODT-EN019 UR.png,Light of Destruction,LODT-EN019,Ultra Rare,"Lyla, Lightsworn Sorceress",NA,Monster,LIGHT,Spellcaster / Effect,Spellcaster,Effect,4,1700 / 200,1700,200,22624373,"['Unlimited (Ocg)', 'Unlimited (Tcg)']","['Ignition', 'Trigger']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
